X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,FRENCH_NAME,ENGLISH_NAME_ALT,FRENCH_NAME_ALT,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-79.670514361007292,47.508226409934124,125280132,3226,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Cochrane Timiskaming Branch,,,,20 May Street South,,Practice Location,Temiskaming Shores,P0J1P0,2019-02-12T12:37:11.000Z,2019-02-11T09:37:18.000Z,2019-02-12T23:17:15.000Z,46465
-79.278503707429408,43.153671501497612,125300428,4107,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,Niagara Health System - St. Catharines General Site,,,,1200 Fourth Avenue,,,St. Catharines,L2S0A9,2019-02-12T13:02:18.000Z,2019-02-11T10:17:41.000Z,2019-02-12T23:17:15.000Z,46561
-83.075359219066996,42.301361068242329,125278914,757,Pharmacy,RP,Sandwich Pharmacy,,,,3211 Sandwich Street,,,Windsor,N9C1A9,2019-02-12T13:07:36.000Z,2019-02-11T09:35:07.000Z,2019-02-12T23:17:15.000Z,46641
-75.895842594631475,45.312427827878672,125309954,3922,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Bio-Test Laboratory Incorporated,,,,150 Katimavik Road,Unit 102,,Ottawa,K2L2N2,2019-02-12T13:14:28.000Z,2019-02-11T10:39:13.000Z,2019-02-12T23:17:15.000Z,46673
-79.692088971547264,43.530821949195314,125286545,3318,Pharmacy,RP,The Collegeway Pharmacy,,,,2686 The Collegeway,,,Mississauga,L5L2M9,2019-02-12T12:59:17.000Z,2019-02-11T09:50:20.000Z,2019-02-12T23:17:15.000Z,46721
-79.573407340013048,43.60148206714868,125290526,6182,Pharmacy,RP,Main Drug Mart,,,,2200 Dixie Road,,,Mississauga,L4Y1Z4,2019-02-12T13:30:42.000Z,2019-02-11T09:58:20.000Z,2019-02-12T23:17:15.000Z,46817
-77.142371893326015,44.00732154773943,125303910,4208,Pharmacy,LTCF,MCFARLAND(H.J.) Memorial Home,,,,R.R. 2,,,Prince Edward,K0K2T0,2019-02-12T13:33:45.000Z,2019-02-11T10:25:53.000Z,2019-02-12T23:17:15.000Z,46849
-79.432855005618748,43.719334394367941,125311827,2576,Pharmacy,RP,Shoppers Drug Mart #809,,,,3110 Bathurst Street,,,Toronto,M6A2A1,2019-02-12T12:34:22.000Z,2019-02-11T10:43:15.000Z,2019-02-12T23:17:15.000Z,46897
-79.395800804638071,43.841679017498123,125309861,7249,Pharmacy,RP,Royal Garden Pharmacy,,,,370 Highway 7 East,Unit 111C,,Richmond Hill,L4B0C4,2019-02-12T13:24:56.000Z,2019-02-11T10:38:59.000Z,2019-02-12T23:17:15.000Z,46929
-80.444664502938181,43.44946479937493,125311009,5149,Pharmacy,RP,Wal-Mart,,,,1005 Ottawa Street North,,,Kitchener,N2A1H2,2019-02-12T13:14:45.000Z,2019-02-11T10:41:35.000Z,2019-02-12T23:17:15.000Z,47025
-79.40566213342521,44.127279966718618,125279912,1892,Pharmacy,HSC,Queenview Residence,,,,2729 Doane Road,,,East Gwillimbury,L0G1R0,2019-02-12T13:28:20.000Z,2019-02-11T09:37:01.000Z,2019-02-12T23:17:15.000Z,43041
-77.353778375332212,44.167965966822969,125283649,5965,Pharmacy,RP,Drug Basics #524,,,,470 Dundas Street East,,,Belleville,K8N1E9,2019-02-12T12:58:37.000Z,2019-02-11T09:44:32.000Z,2019-02-12T23:17:15.000Z,43073
-79.020487285369853,43.850734636462619,125290686,10000000236,Senior Active Living Centre,Site,The Corporation of the Town of Ajax,,,,65 Harwood Avenue South,,,Ajax,L1S2H9,2019-02-12T12:49:46.000Z,2019-02-11T09:58:37.000Z,2019-07-18T00:00:00.000Z,43121
-79.440284222522322,43.882848722608273,125310308,4854,Pharmacy,RP,Yonge Medical Pharmacy,,,,,Postal Office Box 2639,,Richmond Hill,L4E1A6,2019-02-12T12:34:03.000Z,2019-02-11T10:40:00.000Z,2019-02-12T23:17:15.000Z,43217
-79.383557284720581,43.660709486373349,125275510,17851,Mental Health and Addiction Organization,Mental Health Services,Fred Victor Centre,,,,444 Young Street,College Park,Practice Location,Toronto,M5B2H4,2019-02-12T12:16:11.000Z,2019-02-11T09:25:28.000Z,2019-02-12T23:17:15.000Z,43265
-79.545057429972786,43.589998666451002,125294425,4833,Pharmacy,RP,Solara Pharmacy,,,,3857 Lake Shore Boulevard West,,,Toronto,M8W0A2,2019-02-12T13:21:17.000Z,2019-02-11T10:05:57.000Z,2019-02-12T23:17:15.000Z,43281
-79.537252046850583,43.808482105094427,125314735,5002,Laboratory - Community Private,Community (Private) Laboratory - Specialty Lab,CanAlt Health Labs Inc,,,,242 Applewood Crescent,Unit 3,,Vaughan,L4K4E5,2019-02-12T13:36:05.000Z,2019-02-11T10:48:53.000Z,2019-02-12T23:17:15.000Z,43425
-79.727643195934036,43.678326373412816,125304519,8500,Pharmacy,RP,I.D.A. Rexall Pharmacy #707,,,,20 Rambler Drive,,,Brampton,L6W1E2,2019-02-12T12:32:48.000Z,2019-02-11T10:27:18.000Z,2019-02-12T23:17:15.000Z,43441
-75.668914926591967,45.396276551794017,125307350,4020,Laboratory - Hospital,Hospital Laboratory - Urban Hospital,The Ottawa Hospital - Riverside Campus,,,,1967 Riverside Drive,,,Ottawa,K1H7W9,2019-02-12T12:53:38.000Z,2019-02-11T10:33:49.000Z,2019-02-12T23:17:15.000Z,43649
-79.666568068948678,43.593322161369386,125274763,7708,Pharmacy,RP,Health Plus Pharmacy,,,,640 Eglinton Avenue,Unit 3,,Mississauga,L5R3V2,2019-02-12T13:06:43.000Z,2019-02-11T09:22:57.000Z,2019-02-12T23:17:15.000Z,43713
-79.298846272068985,43.823848718891711,125302387,8161,Pharmacy,RP,Drugstore Pharmacy #4127,,,,681 Silver Star Boulevard,,,Toronto,M1V5N1,2019-02-12T12:42:07.000Z,2019-02-11T10:22:18.000Z,2019-02-12T23:17:15.000Z,43729
-80.592969656012102,51.262495705612785,125287403,7680,Pharmacy,RP,Moose Factory Pharmacy,,,,107 Jonathon Cheechoo Drive,Postal Office Box 60,,Moose Factory,P0L1W0,2019-02-12T13:09:21.000Z,2019-02-11T09:52:03.000Z,2019-02-12T23:17:15.000Z,43825
-79.471877014765312,43.681985486005075,125283330,682,Pharmacy,RP,Keele & Rogers Pharmacy,,,,605 Rogers Road,,,Toronto,M6M1B9,2019-02-12T12:58:33.000Z,2019-02-11T09:43:53.000Z,2019-02-12T23:17:15.000Z,43841
-79.393156591194682,43.699441792725196,125309508,242,Community Support Service,Site,The Salvation Army - Meighen Retirement Residence,,The Governing Council of The Salvation Army in Canada,,84 Davisville Avenue,,Administrative Office,Toronto,M4S1G1,2019-02-12T12:23:57.000Z,2019-02-11T10:38:15.000Z,2019-02-12T23:17:15.000Z,43889
-81.239022611302843,42.986371979749194,125280136,6328,Mental Health and Addiction Organization,Mental Health Services,St. Leonard's Community Services of London,,,,405 Dundas Street,,Administrative Office,London,N6B1V9,2019-02-12T12:47:18.000Z,2019-02-11T09:37:18.000Z,2019-02-12T23:17:15.000Z,43969
-92.839022699688783,49.769709571308091,125313933,10000000150,Hospital - Corporation,Site,Dryden Regional Health Centre,,Dryden Regional Health Centre,,58 Goodall Street,,,Dryden,P8N2Z6,2019-02-12T12:55:11.000Z,2019-02-11T10:47:22.000Z,2019-02-12T23:17:15.000Z,44033
-79.398970989435313,43.658413185255426,125293097,3803,Mental Health and Addiction Organization,Mental Health Services,Centre for Addiction and Mental Health (CAMH),,,,250 College Street,,Practice Location,Toronto,M5T1R8,2019-02-12T13:20:56.000Z,2019-02-11T10:03:24.000Z,2019-02-12T23:17:15.000Z,47057
-87.104601248119792,48.780454458105282,125307186,5229,Community Support Service,Site,North of Superior Healthcare Group - CSS,,North of Superior Healthcare Group,,20 Cartier Drive,Unit B,Administrative Office,Terrace Bay,P0T2W0,2019-02-12T13:24:18.000Z,2019-02-11T10:33:28.000Z,2019-02-12T23:17:15.000Z,47121
-79.39654477453756,44.606788149643798,125270780,N0242,Retirement Home,Site,Leacock Retirement Lodge Ltd.,,,,298 Forest Avenue North,,Residential,Orillia,L3V0C3,2019-02-12T12:44:59.000Z,2019-02-11T09:11:03.000Z,2019-02-12T23:17:15.000Z,47137
-79.532002934794647,43.691692184906138,125290104,2925,Pharmacy,RP,Drugtown Pharmacy,,,,1500 Royal York Road,,,Toronto,M9P3B6,2019-02-12T13:00:05.000Z,2019-02-11T09:57:29.000Z,2019-02-12T23:17:15.000Z,47169
-79.796031522293234,43.729674579178678,125303255,9817,Pharmacy,RP,Trimd Pharmacy,,,,3 Conestoga Drive,Unit 101,,Brampton,L6Z4N5,2019-02-12T12:52:38.000Z,2019-02-11T10:24:24.000Z,2019-02-12T23:17:15.000Z,47217
-79.2208865458568,43.809295119959245,125290356,3886,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,1371 Neilson Road,,,Toronto,M1B4Z8,2019-02-12T13:20:20.000Z,2019-02-11T09:57:59.000Z,2019-02-12T23:17:15.000Z,47233
-79.390728686780918,43.658125485587156,125314461,5252,Pharmacy,HOPD,Princess Margaret Hospital,,,,610 University Avenue,"Main Floor, Outpatient Phcy Dept, Room M-633",,Toronto,M5G2M9,2019-02-12T12:25:05.000Z,2019-02-11T10:48:21.000Z,2019-02-12T23:17:15.000Z,47297
-81.006340684682129,46.475088277563643,125286877,751,Community Support Service,Site,CNIB - Sudbury & Manitoulin District,,The Canadian National Institute for the Blind,,303 York Street,,Administrative Office,Sudbury,P3E2A5,2019-02-12T13:19:30.000Z,2019-02-11T09:50:58.000Z,2019-02-12T23:17:15.000Z,47329
-74.713305078600655,45.018439825928162,125290822,1430,Pharmacy,RP,Medical Arts Phcy Cornwall Ltd,,,,173 Montreal Road,,,Cornwall,K6H1B2,2019-02-12T12:39:38.000Z,2019-02-11T09:58:52.000Z,2019-02-12T23:17:15.000Z,47377
-77.270250501540843,45.900706466934608,125313029,10000000166,Senior Active Living Centre,Site,Silver Threads Seniors Club of Petawawa,,,,1163 Victoria Street,,,Petawawa,K8H3J1,2019-02-12T13:35:41.000Z,2019-02-11T10:45:33.000Z,2019-07-18T00:00:00.000Z,47393
-79.421975696410271,43.654299683465808,125304844,3141,Pharmacy,RP,Wellcare College Pharmacy,,,,815 College Street,,,Toronto,M6G1C9,2019-02-12T12:32:53.000Z,2019-02-11T10:28:01.000Z,2019-02-12T23:17:15.000Z,47409
-78.840987232362707,43.902411553749218,125274699,3655,Pharmacy,RP,King Street Pharmacy,,,,621 King Street East,,,Oshawa,L1H1G3,2019-02-12T13:27:10.000Z,2019-02-11T09:22:48.000Z,2019-02-12T23:17:15.000Z,47489
-79.681698769481471,43.544862052149007,125296779,10856,Pharmacy,RP,Shoppers Drug Mart #771,,,,2126 Burnamthorpe Road West,,,Mississauga,L5L3A2,2019-02-12T12:31:08.000Z,2019-02-11T10:10:29.000Z,2019-02-12T23:17:15.000Z,47569
-79.347879183729674,43.778576208693515,125282014,3742,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,5 Fairview Mall Drive,,,Toronto,M2J2Z1,2019-02-12T12:47:45.000Z,2019-02-11T09:41:16.000Z,2019-02-12T23:17:15.000Z,47585
-77.557735435955863,44.10291194647376,125292603,4820,Pharmacy,LTCF,Trent Valley Lodge,,,,195 Bay Street,,,Quinte West,K8V1H9,2019-02-12T12:50:11.000Z,2019-02-11T10:02:19.000Z,2019-02-12T23:17:15.000Z,47649
-79.452592406283813,43.655554482264307,125294250,3150721,Independent Health Facility,"Bone Min DXA, Fluorscpy, Radgrhy, Gen Ultrasound",City X-Ray Services,,Metro Medical Laboratory Limited,,2299 Dundas Street West,"Suite 105, Basement Level",Practice Address,Toronto,M6R1X7,2019-02-12T13:31:35.000Z,2019-02-11T10:05:38.000Z,2019-02-12T23:17:15.000Z,47665
-85.824322290411885,49.12743949072371,125307863,10000000103,Hospital - Corporation,Site,Sante Manitouwadge Health,,Sante Manitouwadge Health,,1 Healthcare Cres.,,,Manitouwadge,P0T2C0,2019-02-12T13:34:35.000Z,2019-02-11T10:34:54.000Z,2019-02-12T23:17:15.000Z,47713
-80.443998300218951,43.421555394512737,125276438,2188,Pharmacy,RP,Shoppers Drug Mart #1334,,,,310 Fairway Road South,,,Kitchener,N2C1X3,2019-02-12T13:17:04.000Z,2019-02-11T09:28:51.000Z,2019-02-12T23:17:15.000Z,47745
-80.131958045029748,43.904325593634042,125285472,T0446,Retirement Home,Site,Chartwell Montgomery Village Retirement Residence,,,,155 Riddell Road,,Residential,Orangeville,L9W5H3,2019-02-12T13:29:33.000Z,2019-02-11T09:48:15.000Z,2019-02-12T23:17:15.000Z,47905
-80.247382213122904,43.140088054219923,125284723,8696,Pharmacy,RP,Shoppers Drug Mart #1140,,,,10 Stanley Street,Unit 6,,Brantford,N3S7N4,2019-02-12T12:28:21.000Z,2019-02-11T09:46:41.000Z,2019-02-12T23:17:15.000Z,48049
-79.299783863770358,43.726488601797975,125308931,11308,Pharmacy,RP,The Drug Store Pharmacy #4078,,,,1880 Eglinton Avenue East,,,Toronto,M1L2L1,2019-02-12T12:33:47.000Z,2019-02-11T10:37:04.000Z,2019-02-12T23:17:15.000Z,48305
-81.58265262024517,44.068734650676774,125277245,S0005,Retirement Home,Site,RVilla Retirement Living,,,,22 Park Street,,Residential,Ripley,N0G2R0,2019-02-12T12:16:34.000Z,2019-02-11T09:31:38.000Z,2019-02-12T23:17:15.000Z,48353
-81.73013324418487,45.796211630297798,125281746,10716,Pharmacy,RP,Mnis Ida Pharmacy,,,,2098 Wikwemikong Way,Unit E,,Wikwemikong,P0P2J0,2019-02-12T12:58:07.000Z,2019-02-11T09:40:44.000Z,2019-02-12T23:17:15.000Z,48449
-79.636056962485924,43.630037769238562,125298810,5405,Pharmacy,RP,Tomken Medical Pharmacy,,,,5153 Tomken Road,,,Mississauga,L4W1P1,2019-02-12T13:32:38.000Z,2019-02-11T10:14:18.000Z,2019-02-12T23:17:15.000Z,48561
-79.92649771778062,43.209880881611248,125312214,3095385,Independent Health Facility,Gen Ultrasound,WH X-Ray and Ultrasound,,Wentworth-Halton X-Ray and Ultrasound Inc.,,723 Rymal Road West,,Practice Address,Hamilton,L9B2W2,2019-02-12T12:44:17.000Z,2019-02-11T10:44:01.000Z,2019-02-12T23:17:15.000Z,48657
-79.721216792331646,43.660842170652465,125306582,4607,Community Support Service,Site,Central West Community Care Access Centre (CSS),,Central West Community Care Access Centre,,199 County Court Boulevard,,Administrative Office,Brampton,L6W4P3,2019-02-12T12:53:26.000Z,2019-02-11T10:32:09.000Z,2019-02-12T23:17:15.000Z,48817
-79.606520469475257,43.81433320287104,125283326,7011,Pharmacy,RP,Rutherford Guardian Drugs,,,,5283 Rutherford Road,Unit 2,,Vaughan,L4H2T2,2019-02-12T12:58:33.000Z,2019-02-11T09:43:53.000Z,2019-02-12T23:17:15.000Z,48881
-79.268110569389222,43.904422534395785,125285841,6818,Pharmacy,RP,Castlemore Discount Pharmacy,,,,1250 Castlemore Avenue,Unit 1,,Markham,L6E0H7,2019-02-12T12:38:28.000Z,2019-02-11T09:48:58.000Z,2019-02-12T23:17:15.000Z,48961
-79.314501969799295,43.741562903758911,125285586,3980,Pharmacy,RP,Victoria Terrace Pharmacy,,,,1448 Lawrence Avenue East,Unit 207,,Toronto,M4A2V6,2019-02-12T12:18:31.000Z,2019-02-11T09:48:28.000Z,2019-02-12T23:17:15.000Z,49009
-77.468136441330927,44.505985920778073,125309330,N0448,Retirement Home,Site,Timber Trails Retirement Residence,,,,167 St. Lawrence Street East,,Residential,Madoc,K0K2K0,2019-02-12T13:24:49.000Z,2019-02-11T10:37:54.000Z,2019-02-12T23:17:15.000Z,50065
-79.425262185854905,44.62900615207144,125282293,M585,Long-Term Care Home,MHFA,Trillium Manor Home for the Aged,,,,12 Grace Avenue,,,Orillia,L3V2K2,2019-02-12T13:28:53.000Z,2019-02-11T09:41:53.000Z,2019-02-12T23:17:15.000Z,50177
-83.559784281587113,46.263776804475881,125291247,10000000172,Hospital - Site,Site,North Shore Health Network - Thessalon,,North Shore Health Network,,135 Dawson Street,,,Thessalon,P0R1L0,2019-02-12T13:10:11.000Z,2019-02-11T09:59:42.000Z,2019-02-12T23:17:15.000Z,50241
-78.287251759896563,43.96610089003812,125308391,T0172,Retirement Home,Site,Roseglen Village for Seniors,,,,53 Wellington Street,,Residential,Port Hope,L1A2M5,2019-02-12T12:43:22.000Z,2019-02-11T10:35:59.000Z,2019-02-12T23:17:15.000Z,50353
-82.161523485447447,45.824195711798168,125286526,8536,Mental Health and Addiction Organization,Mental Health Services,Noojmowin Teg Health Centre,,,,689 Highway 551,Suite A,Practice Location,M'Chigeeng,P0P1G0,2019-02-12T12:28:47.000Z,2019-02-11T09:50:18.000Z,2019-02-12T23:17:15.000Z,50497
-79.512132332696837,43.739496094205727,125293377,7118,Pharmacy,RP,Pharma Trust Drug Mart,,,,1935 Sheppard Avenue West,,,Toronto,M3L1Y8,2019-02-12T13:21:01.000Z,2019-02-11T10:03:56.000Z,2019-02-12T23:17:15.000Z,50545
-79.347879183729674,43.778576208693515,125293198,7815710,Independent Health Facility,Sleep Studies,Toronto Sleep Clinic,,Metro Health Network Inc.,,5 Fairview Mall Drive,Suite 412,Practice Address,Toronto,M2J2Z1,2019-02-12T12:40:10.000Z,2019-02-11T10:03:36.000Z,2019-02-12T23:17:15.000Z,50673
-79.464837669526588,43.187880799066804,125304583,10000000093,Senior Active Living Centre,Site,Lincoln Community Centre,,,,4800 South Service Road,,,Lincoln,L0R1B1,2019-02-12T13:23:43.000Z,2019-02-11T10:27:27.000Z,2019-07-18T00:00:00.000Z,50721
-80.357912675936589,43.454329504364985,125277418,2651,Long-Term Care Home,NH for-profit,Cambridge Country Manor,,,,3680 Speedsville Road,R.R. 1,,Cambridge,N3H4R6,2019-02-12T12:16:37.000Z,2019-02-11T09:32:00.000Z,2019-02-12T23:17:15.000Z,50785
-79.920297659454434,44.780780754052586,125277309,23120,Mental Health and Addiction Organization,Mental Health Services,Wendat Community Programs,,,,44 Dufferin Street,,Practice Location,Penetanguishene,L9M1H4,2019-02-12T12:57:04.000Z,2019-02-11T09:31:46.000Z,2019-02-12T23:17:15.000Z,50881
-80.998301784130675,46.493770680963571,125314730,8012,Children's Treatment Centre,Site,Centre De Santé  Communautaire De Sudbury,,SUDBURY Centre de santÃ©,,19 Frood Road,,,Sudbury,P3C4Y9,2019-02-12T12:25:08.000Z,2019-02-11T10:48:52.000Z,2019-02-12T23:17:15.000Z,50961
-81.852449719175198,43.16243938065913,125289554,S0096,Retirement Home,Site,Country Manor Retirement Home,,,,66 Victoria Street,,Residential,Lambton Shores,N0M2N0,2019-02-12T12:39:21.000Z,2019-02-11T09:56:23.000Z,2019-02-12T23:17:15.000Z,51025
-80.327320062293552,43.410063598051451,125313970,4422,Pharmacy,RP,Wal-Mart Pharmacy,,,,22 Pinebush Road,,,Cambridge,N1R8A9,2019-02-12T12:55:12.000Z,2019-02-11T10:47:26.000Z,2019-02-12T23:17:15.000Z,49041
-79.603624448887786,43.593023064254631,125296640,2912,Long-Term Care Home,NH for-profit,Cawthra Gardens,,,,590 Lolita Gardens,,,Mississauga,L5A4N8,2019-02-12T12:40:53.000Z,2019-02-11T10:10:13.000Z,2019-02-12T23:17:15.000Z,49105
-86.948497646621718,49.724322897597979,125311722,3107,Mental Health and Addiction Organization,Mental Health Services,People Advocating for Change Through Empowerment (P.A.C.E.) Inc.,,,,301 Main Street,,Practice Location,Geraldton,P0T1M0,2019-02-12T13:35:22.000Z,2019-02-11T10:43:01.000Z,2019-02-12T23:17:15.000Z,49137
-82.361444060484004,42.976325322787339,125311330,2872,Long-Term Care Home,NH for-profit,Afton Park Place Long Term Care Community,,,,1200 Afton Drive,,,Sarnia,N7S6L6,2019-02-12T12:44:03.000Z,2019-02-11T10:42:13.000Z,2019-02-12T23:17:15.000Z,49153
-77.364713978485867,44.163287765524672,125284229,4153,Pharmacy,HOPD,Quinte Healthcare Corporation,,,,265 Dundas Street East,"Belleville General, Pharmacy Dept",,Belleville,K8N5A9,2019-02-12T13:08:39.000Z,2019-02-11T09:45:40.000Z,2019-02-12T23:17:15.000Z,49185
-89.612998475207178,48.401303433603353,125312989,9590,Pharmacy,RP,Kakabeka Falls Pharmacy,,,,4781 Highway 11,Unit 17,,Kakabeka Falls,P0T1W0,2019-02-12T13:05:09.000Z,2019-02-11T10:45:28.000Z,2019-02-12T23:17:15.000Z,49249
-79.192681833072456,43.766547613775003,125282533,9592312,Independent Health Facility,"Bone Min DXA, Radgrhy, Gen Ultrasound",Lawrence-Kingston Road X-Ray & Ultrasound,,Mr. Raja Hamid,,4125 Lawrence Avenue East,Suite 210,Practice Address,Toronto,M1E2S2,2019-02-12T13:08:18.000Z,2019-02-11T09:42:20.000Z,2019-02-12T23:17:15.000Z,49521
-84.309823751251344,46.525426102047511,125273621,760,Community Support Service,Site,Canadian Red Cross - Sault Ste. Marie and District,,The Canadian Red Cross Society - Ontario Zone,,105 Allard Street,,Administrative Office,Sault Ste. Marie,P6B5G2,2019-02-12T13:16:22.000Z,2019-02-11T09:19:00.000Z,2019-02-12T23:17:15.000Z,49553
-79.230183392890595,43.163282505411082,125287141,8044,Community Health Centre,Site,Quest Community Health Centre,,NIAGARA Quest CHC,,145 Queenston Street,Suite 405,Unknown,St. Catharines,L2R2Z9,2019-02-12T13:29:56.000Z,2019-02-11T09:51:32.000Z,2019-02-12T23:17:15.000Z,49569
-76.129098857388911,45.144348789158791,125295321,10000000030,Midwifery Clinic,Main,Ottawa Valley Midwives,,,,1 Costello Drive,Suite 1,Practice Location,Carleton Place,K7C0B4,2019-02-12T12:30:48.000Z,2019-02-11T10:07:38.000Z,2019-02-12T23:17:15.000Z,49585
-82.356297361120724,43.000413327257434,125290212,10000000041,Midwifery Clinic,Main,Midwifery Services of Lambton-Kent,,,,1315 Michigan Avenue,,Practice Location,Sarnia,N7S4M6,2019-02-12T12:29:39.000Z,2019-02-11T09:57:42.000Z,2019-02-12T23:17:15.000Z,49601
-79.257011557436329,43.809621818343281,125282248,1296,Pharmacy,RP,Value Plus Pharmacy,,,,5215 Finch Avenue East,Unit 211,,Toronto,M1S0C2,2019-02-12T13:08:15.000Z,2019-02-11T09:41:46.000Z,2019-02-12T23:17:15.000Z,49777
-79.840662791957584,43.225492388375471,125297907,10526,Pharmacy,RP,Seven Star Pharmacy,,,,726 Upper Gage Avenue,Unit 1,,Hamilton,L8V4K1,2019-02-12T13:22:09.000Z,2019-02-11T10:12:37.000Z,2019-02-12T23:17:15.000Z,49793
-79.287266564692587,43.782292212156761,125282302,331166,Independent Health Facility,Opth Utrasnd,Goldberg Centre,,Dr. Chaim J. Goldberg,,2235 Kennedy Road,2nd Floor,Practice Address,Toronto,M1T3G8,2019-02-12T13:28:53.000Z,2019-02-11T09:41:54.000Z,2019-02-12T23:17:15.000Z,49841
-79.373642581949511,43.665165587615427,125280447,2764,Mental Health and Addiction Organization,Mental Health Services,Cota Health,,,,425 Sherbourne Street,,Practice Location,Toronto,M4X1K5,2019-02-12T12:27:24.000Z,2019-02-11T09:37:57.000Z,2019-02-12T23:17:15.000Z,49857
-79.717642784250856,43.582611557100847,125285776,2843,Pharmacy,RP,Shoppers Drug Mart  #1272,,,,128 Queen Street South,,,Mississauga,L5M1K8,2019-02-12T12:59:07.000Z,2019-02-11T09:48:50.000Z,2019-02-12T23:17:15.000Z,49873
-79.874574630138127,43.53753804182945,125290091,7380,Pharmacy,RP,Maple Medical Pharmacy,,,,1079 Maple Avenue,Unit 2,,Milton,L9T0A5,2019-02-12T12:49:39.000Z,2019-02-11T09:57:28.000Z,2019-02-12T23:17:15.000Z,49921
